readlen	start	end	fl	stranded	orig_strand	orig_adapter_config	adapter_config	lab	read_id
121	34	155	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a2ca0a86-2894-4618-8ae9-28e4d597e87e_0
236	34	270	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a2ca8396-6aa1-47f4-a597-ca8b1cd14511_0
653	38	691	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a2e3f11a-ea6c-48f9-a59a-3e9881f95eec_0
169	20	189	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a31dda67-eeb4-48fb-bf28-fadb534e6655_0
199	38	237	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a3957e7d-f0f5-464a-8300-49b159d3643c_0
1120	7	1127	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a3cc642d-fdca-4e53-861d-cc09edef8c95_0
428	37	465	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a426fe34-2c5e-4242-aeda-a4ebcf779ac5_0
140	32	172	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a4754cc0-89e7-4de6-9036-7d0950d61a4b_0
163	18	181	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a4a2683c-17ea-4d10-996c-21e879905702_0
99	33	132	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a4a5c8b4-9285-42f9-9d6c-283483f8dbe2_0
116	30	146	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a4a9b198-8b4f-49e0-984b-1c4cef65a5ce_0
175	33	208	False	True	-	adapter2_r	adapter2_f	single_adapter2	a4ae3a63-a255-4a5e-92e8-473f5e67bcdb_0
256	22	278	False	True	-	adapter2_r	adapter2_f	single_adapter2	a4bc3e0f-a737-4ce1-890c-df247cba0500_0
1121	30	1151	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a4f86b97-2352-4f1f-a3c0-58c4916c25b7_0
758	26	784	False	True	-	adapter2_r	adapter2_f	single_adapter2	a5c78e54-4e6e-4e80-a104-b40ec1db3e46_0
605	4	609	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a6496d6f-afb8-48f9-acb1-c9eab8619a05_0
1343	63	1406	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a6b8c1b8-d65f-44f9-8627-874bb6ee89fe_0
95	31	126	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a6be4d09-d0f1-4f3d-9437-bcc344c1ff50_0
616	31	647	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a6c1f2c1-5d70-414e-92ba-2d475f10b113_0
732	0	732	False	True	-	adapter1_r	adapter1_f	single_adapter1	a6fedf61-3c7d-4be9-891e-94e38a704828_0
96	36	132	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a73c1c80-4a12-4485-ada8-ebfeefbf5b36_0
109	35	144	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a78cf356-870f-439d-91e1-da3ed8dd21a9_0
1026	43	1069	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a7d172ab-59c1-4f7b-aad2-c66ee9297898_0
151	0	151	False	True	-	adapter1_r	adapter1_f	single_adapter1	a829011f-2194-41b0-ab44-c39816c49e74_0
1037	34	1071	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	a82eb8c8-3895-498a-9678-5211a3588cf0_0
383	42	425	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a8733f96-df47-4cf9-bfc8-2f2a3c0bcf65_0
206	39	245	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a8806dd9-5d31-4a85-862b-56e8e87bc45d_0
1439	34	1473	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a8ac1cb8-a8c4-4422-8b5b-68ff106d961f_0
375	59	434	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	a973bccb-f8f1-448e-94bb-ad500dacb6af_0
757	0	757	False	True	-	adapter1_r	adapter1_f	single_adapter1	a99c44d0-291e-4611-8051-fbe3ac4d5d9c_0
207	38	245	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	aa60ec02-d7bb-44ed-a49d-95eb3946b680_0
527	55	582	False	True	-	adapter2_r	adapter2_f	single_adapter2	aa7609ee-b24e-4568-aa4a-3fb759e1031a_0
93	30	123	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	aafb8cc4-f62c-41f7-b770-869e18401ce1_0
1278	46	1324	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	ab1b4993-040f-4b31-9959-719b90f54889_0
84	34	118	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	aba1cbd2-7448-4ce7-9bdb-cf479124fbfb_0
147	59	206	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	abe2ccdb-eee4-4365-b6e2-cd3a68383a2f_0
175	39	214	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	abe98de5-0ae7-480d-9242-19fd4a11cdda_0
609	37	646	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	acda6f78-2e94-4457-b200-ece705817cae_0
100	36	136	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ad2f109c-33be-4edb-bcf3-e46788ccdb2b_0
836	68	904	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ad9534e2-131d-4bf4-9698-8632200e6f9b_0
232	39	271	True	True	+	adapter1_f-adapter2_f-adapter2_r	adapter1_f-adapter2_f	full_len	adaddcfc-961d-4527-8126-f32a739b3c26_0
397	35	432	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ae009d96-fda9-44cb-8111-feb59f4bba54_0
212	32	244	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	aeb1dc60-7abf-43dd-8d03-295cf3ddc30b_0
118	29	147	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	aedff27d-e84b-4932-9197-cc0cd851eeb8_0
168	33	201	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	afc736ed-a18a-4e7b-9b41-50136d083b35_0
534	34	568	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b057c3fb-af57-4162-a4ac-8e553c42345c_0
423	38	461	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b06c872d-d512-4363-ab8a-4158d28670ab_0
818	35	853	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b086067e-aead-464f-92bd-6da31e363c7b_0
338	0	337	False	False	*	adapter1_f-adapter2_r	adapter1_f-adapter2_r	other	b0d61da5-3048-4de6-94bc-048f2bdf8644_0
187	33	220	True	True	-	adapter2_r-adapter1_r-adapter1_f	adapter1_f-adapter2_f	full_len	b116eeb0-e0e9-402c-bd7b-353122326c0f_0
462	5	467	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b15f607f-b47a-4bda-830f-53dda11f9f7f_0
104	34	138	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b177b6e3-440b-4a4a-b556-6fd5f529d9aa_0
91	36	127	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b1843e70-2491-454b-8c06-9fe71ee52b47_0
586	38	624	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b19231c8-4b40-4119-9783-fc503fcc8e6d_0
90	36	126	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b2326581-c583-4e58-8247-e70e1a31fca0_0
495	35	530	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b282eed6-8127-43af-902b-4a4549beafac_0
98	33	131	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b2bc2990-e461-41f9-b998-e6c67b6bb43a_0
114	10	124	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b2c1f628-c146-4ab5-891f-38725dd6b084_0
401	56	457	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b303df81-aee8-46a4-b566-0b0a476812a6_0
119	37	156	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b308af54-ab6b-4e70-9145-5eee2c614d6b_0
89	33	122	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b32c195b-f991-40ca-9742-1cc9ed6d12c5_0
1428	29	1457	True	True	+	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b32fc8a3-a043-4745-a652-4f3d0e096e48_0
356	1459	1815	True	True	-	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b32fc8a3-a043-4745-a652-4f3d0e096e48_1
126	1	127	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b38cb79d-29cd-44ef-aace-dfee5dc1438b_0
153	0	153	False	True	+	adapter2_f	adapter2_f	single_adapter2	b3ba7f15-67f0-48bd-a76c-ac71c1be3cc7_0
113	3	116	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b3cea588-8a60-46a3-be08-a0457561f82e_0
232	43	275	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b4276286-720e-4e92-91f0-06f2d03a4858_0
1144	25	1169	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b464ae06-0abb-4c88-a436-5cde3323c933_0
454	41	495	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b47129a2-6180-4b7b-a8af-65ecfd62720a_0
617	37	654	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b4bb9264-942c-4070-b0fa-c617a1fc9413_0
269	0	268	False	False	*	*	*	no_adapters	b53a68fc-d6a5-450d-80ad-7867c6866056_0
121	36	157	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b583f995-039a-4feb-beed-fb015e82c6aa_0
105	30	135	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b5e525fb-b3ca-413c-b0a5-cb95b6e9db3e_0
138	35	173	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b60cafe4-2aca-44c6-8a4e-adfb5d6889c5_0
275	39	314	False	True	-	adapter2_r	adapter2_f	single_adapter2	b6122ded-9730-4ec3-b885-83f49dd81871_0
1469	35	1504	False	True	+	adapter1_f	adapter1_f	single_adapter1	b61bea9d-e0e4-4e9d-af43-735ba09788af_0
940	34	974	False	True	+	adapter1_f	adapter1_f	single_adapter1	b64abe27-ceca-4329-a2e7-0d1858622b60_0
1005	34	1039	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b6565885-7b3a-40f5-8763-03f777f6efff_0
746	31	777	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b6b0c060-66a7-42ac-85e6-f61618c62a16_0
628	35	663	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b6bad3aa-0e41-4903-bc02-9aababb28339_0
289	40	329	False	True	+	adapter1_f	adapter1_f	single_adapter1	b70a33a5-7d18-4013-975f-c9b1c46ae168_0
189	21	210	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b7a028dd-0852-4852-b612-835ee105bd92_0
602	33	635	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b7e5957f-a393-4810-aadf-a335a4346f60_0
931	32	963	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b86e243d-c27c-4949-9e73-7cf5d4b9c69e_0
147	36	183	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b87a7272-7d63-44ea-9180-43b500e23ed6_0
814	0	814	False	True	+	adapter2_f	adapter2_f	single_adapter2	b8dcaff4-8bea-4c41-9e0c-ef1a23ff7af3_0
427	49	476	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b93cab97-67c4-4d20-b898-ab16ad70226a_0
95	35	130	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b96a61cd-b6fa-4bad-a4a8-498465e0b5b8_0
143	38	181	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b96e9b86-049d-4b84-9ad7-9a090f6d96de_0
786	38	824	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	b9935468-faea-41ce-85b6-b28586ac5da5_0
96	36	132	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b9d3b3f2-1de0-4e22-bb7d-d76e214fd424_0
117	34	151	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	b9f404af-8952-408c-9ac1-93778c3953aa_0
642	35	677	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ba0269fd-caba-47b1-97d1-081b5f1ded5c_0
238	38	276	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ba5b09f2-3bd8-4532-a653-faa22f34f8c1_0
145	37	182	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ba91cdbf-5e4a-46c4-84ba-77ffcaa61063_0
95	61	156	True	True	+	adapter1_f-adapter2_f-adapter1_r	adapter1_f-adapter2_f	full_len	baa9a78f-d723-4c22-be53-9444fcad07e5_0
514	39	553	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bab9150e-24e0-4732-ac65-cd65bca7d37d_0
728	33	761	False	True	+	adapter1_f	adapter1_f	single_adapter1	badb10db-d450-4667-a7e8-fd12dce8a36e_0
171	34	205	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bb065f96-9ca0-43cd-b504-cde9f85716f9_0
313	6	319	False	True	-	adapter2_r	adapter2_f	single_adapter2	bb3c60ec-4a82-4056-af55-f55180151cb9_0
90	38	128	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bb6b10f6-b3dd-4033-a8ec-8c3032fb0eb5_0
579	35	614	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bb92afd3-42ee-416a-a105-6788da76eada_0
84	34	118	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	bba2090b-1bf6-435e-9090-f3d3410dfa2b_0
619	35	654	True	True	+	adapter1_f-adapter2_f-adapter2_r	adapter1_f-adapter2_f	full_len	bc1fbbf6-6e5b-4605-9038-97c76e9f82cd_0
288	36	324	True	True	+	adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	bc2cd6e0-5711-4fc6-bccf-aea825091bfb_0
385	41	426	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bc45891f-e5b2-49e5-89be-9f35c7b459aa_0
97	3	100	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bd24b5dd-298e-405e-8cfa-2b71d799de06_0
167	18	185	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bd84cf3a-312f-4cd3-b7f8-5492e4f1b0f6_0
496	33	529	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	bd9b4996-0489-4316-a7a9-d8029b396c6c_0
612	8	620	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	bda9c714-66e2-4a8e-8b2e-f31953a346db_0
902	38	940	False	True	-	adapter2_r	adapter2_f	single_adapter2	bdf9bc0f-a57f-4461-8c4e-d61399c96b4b_0
908	26	934	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	be04298c-9be4-4f9d-988c-7a809032f4a7_0
87	38	125	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	be776a47-614d-45de-be87-95c2b8902e6c_0
440	36	476	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bf0ef958-8b97-4a26-b9dc-7e8b1d28f5de_0
181	0	181	False	True	-	adapter1_r	adapter1_f	single_adapter1	bf913ef6-9844-4d80-b76f-437a94d2532b_0
235	35	270	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	bfc4c68b-ec52-464b-9ee6-35bf01ab56aa_0
446	33	479	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c0120423-9f53-4924-babb-c7459e58c06d_0
107	33	140	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c01b2737-1465-4893-9ede-e02f7900b0c8_0
976	40	1016	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c02815df-245b-4b0d-8c5f-e6c2421b045a_0
268	35	303	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c05e45c3-5d4a-42a1-9fe9-d3be6d58aae0_0
1132	27	1159	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c06c30f5-118f-4802-bd96-aee4c42df202_0
584	32	616	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c0b0b15c-5f41-4941-bcf0-2f38160178ec_0
599	41	640	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c10535e7-4f42-4f62-a414-c65e874fc15d_0
437	30	467	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c1f89aa1-c3e4-4b18-b9de-b31a5e46a37f_0
128	41	169	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c21987fd-4d56-42e4-8d76-76f5e1ddb893_0
560	40	600	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c219e852-152b-456a-96a5-d597b0243285_0
147	32	179	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c25ea4cf-b9cd-40bd-a6e9-979618fa0e6a_0
463	35	498	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c270ecdd-4eb3-4adf-98c4-7d7a89da5fa2_0
96	63	159	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c295190d-c6e1-422d-bb72-27553d356045_0
320	35	355	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c2aa233d-1aa0-4ed7-b23b-0125542723cd_0
124	28	152	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c3015e08-5d0e-4e9d-a12e-294704511758_0
496	40	536	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c3148c34-ed1f-443a-9768-de7d8da7efab_0
1273	29	1302	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c32957c1-dd8a-440f-89bc-37edc1e54423_0
639	41	680	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c35be751-230d-43da-a38d-f80a3ac0d7e0_0
484	35	519	False	True	-	adapter2_r	adapter2_f	single_adapter2	c4403a2b-7e44-4651-ae01-a4c670a13eb8_0
203	38	241	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c449dfcb-03b6-41f3-84f4-09bc9336f08c_0
215	0	215	False	True	-	adapter1_r	adapter1_f	single_adapter1	c4818c46-f974-44e4-ad42-1e495a3e72ff_0
198	38	236	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c4b284c0-f8a4-4833-b33c-d4410cf0bf57_0
119	20	139	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c4bb1a54-8d92-4e27-aed1-a678018374ec_0
134	36	170	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c4c49183-7943-4716-986b-43d167d845b3_0
1267	28	1295	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c4cd0916-4607-4597-8c71-dbf07964f03d_0
1096	1	1097	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c4d16f6a-bd51-4ec3-b4a8-dab450922eae_0
328	23	351	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c5161207-4f38-43fc-86c8-2bc347c1435c_0
105	0	104	False	False	*	adapter1_r-adapter1_f	adapter1_r-adapter1_f	double_adapter1	c5445ac2-ff62-4e5d-a018-0a708b39a4eb_0
781	37	818	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c54662f3-8b17-4fb1-a8ff-51190ca21a25_0
923	38	961	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c608a28d-6e68-462f-b14c-a26cf97d395e_0
783	38	821	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c60d8ccf-eae9-4b2a-9dc1-d2751e939668_0
532	37	569	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c62d0da8-8f74-4d4e-aa74-99e41c683f0d_0
148	55	203	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c6757652-d868-447c-9085-b6111ff95b9c_0
206	34	240	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c69c10c2-43fd-4d39-b615-5220793085ff_0
167	40	207	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c71d14f4-f18d-4660-9179-8eabc95e7f79_0
287	34	321	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c80c926c-214b-4973-88b3-24d73b3c654d_0
163	30	193	False	True	-	adapter2_r	adapter2_f	single_adapter2	c862aa69-e19a-4ec8-9da4-0b313a51aac3_0
136	31	167	False	True	-	adapter2_r	adapter2_f	single_adapter2	c8cb3661-de65-42d8-b6ff-52fe03bde03a_0
779	42	821	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c90c3f97-86aa-455a-b1be-ba03e1017afa_0
128	37	165	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c930dea2-899b-428d-85ac-c88be4156f15_0
105	36	141	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c968a84b-c859-404b-afe6-805df3b16ed8_0
197	32	229	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c9999fc6-eb3c-4972-bd8a-2227922da5bf_0
150	43	193	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c9b7e3ff-e9fa-40f8-8c40-7079c02a3bac_0
491	30	521	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	c9c761d1-336e-469f-be47-1fc5b33e74d0_0
150	34	184	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	c9ebe056-7d82-48ee-a4a4-3601254562b1_0
133	0	133	False	True	+	adapter2_f	adapter2_f	single_adapter2	ca64399c-0f04-4cbd-8819-d9357986be64_0
793	34	827	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ca7e4473-0233-490b-91f6-5259d4a44bee_0
753	24	777	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cb31625f-039f-4618-8bf3-589111675367_0
514	39	553	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cbef5f2a-ee0b-4121-bd00-daa60a04d4cf_0
833	11	844	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	cc2eea5f-4954-46eb-bd74-17aa31e35c50_0
97	35	132	False	True	-	adapter2_r	adapter2_f	single_adapter2	cc46d0c2-990c-43d6-b96c-e58d01a533fd_0
880	27	907	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	cc51b3f1-81a6-41d5-a65c-27616ecd4742_0
436	39	475	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cc680f42-6a51-46f6-869c-a18b1bdc291e_0
541	33	574	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ccc00185-a9f5-4b42-ae20-27d26e55d5f8_0
410	36	446	True	True	-	adapter2_r-adapter1_r-adapter1_f	adapter1_f-adapter2_f	full_len	cd1c46df-de77-4407-b734-c0ce0eff5983_0
203	36	239	False	True	-	adapter2_r	adapter2_f	single_adapter2	cd39591f-5034-4933-8199-9e8cb8d84b31_0
214	41	255	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cd487903-51c7-4593-8fa0-1b7d7a800952_0
213	33	246	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cd6bb85f-7e1c-451e-80c0-003896c552d4_0
147	31	178	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cd80bd84-cfb2-4cdb-9df0-900231dfb33e_0
96	40	136	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cdacd88a-efbf-4076-acbb-3481ece8d659_0
475	69	544	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cddfcf47-0308-41e1-a6a0-327914571f45_0
100	40	140	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ce043367-593b-42b6-8b55-c03864d4e0b4_0
97	29	126	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ceb2322b-12a7-4de7-b8b8-8e6afa5b675f_0
294	35	329	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	cf59c310-b876-49f8-962f-6154c0c14df2_0
391	38	429	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	cf9232d5-2c38-4126-819f-73708eeb055b_0
1105	32	1137	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	cfa63c64-b062-4ac0-a0d8-b8653f5474a4_0
660	17	677	False	True	-	adapter2_r	adapter2_f	single_adapter2	cffbd996-1732-44b6-87a0-3fb2ccf84d10_0
189	32	221	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d04814da-abc0-4a18-b6c4-21c0433927e4_0
677	40	717	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d0e33e94-7a6f-4444-a197-cbadb3144402_0
512	0	511	False	False	*	adapter2_r-adapter2_f	adapter2_r-adapter2_f	double_adapter2	d0f76189-f886-4a12-b060-717d62dacf2c_0
960	57	1017	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d12e4fd8-8fd0-449d-8719-930de6947f53_0
524	38	562	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	d1371877-2dad-49e8-a6de-77b17cb96100_0
259	35	294	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d188913e-39fb-4d88-9658-431f95b80266_0
111	44	155	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d18cbca6-aa3e-4cc0-a3fd-8dbc9f2f6064_0
471	34	505	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d1b782c4-2002-47f3-b9c8-38c417e4cff4_0
434	27	461	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d21d2d24-82df-4bba-a2c9-66c10c8ddbc8_0
619	33	652	False	True	-	adapter2_r	adapter2_f	single_adapter2	d22728a3-026d-47a3-a863-d1c162bc5cbb_0
