readlen	start	end	fl	stranded	orig_strand	orig_adapter_config	adapter_config	lab	read_id
726	37	763	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d22e5f88-184f-46f8-a017-fe22114e5432_0
144	33	177	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d2b24406-4147-48bd-8390-9bfd31b9c360_0
1122	32	1154	False	True	-	adapter2_r	adapter2_f	single_adapter2	d2f79307-953b-4d1d-a709-a4fd5760c335_0
771	37	808	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d3195f66-b097-487c-8285-762699e9a312_0
98	40	138	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d36a6fcd-f261-4b2c-9779-7d17115fd796_0
587	29	616	False	True	-	adapter2_r	adapter2_f	single_adapter2	d36fa28b-7bfe-4001-8625-4f20fd76cbbd_0
93	27	120	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d3e2066c-8cb5-4624-9a9e-4f629f022bbd_0
319	0	319	False	True	-	adapter1_r	adapter1_f	single_adapter1	d42d5807-2ab7-40ea-92fb-5e2492af5f0c_0
964	33	997	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	d493a43b-bd95-4d95-aa60-71444f57a543_0
243	33	276	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d5d11027-85d2-44e6-b0e4-f8d473ab0641_0
485	35	520	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	d60de094-b64b-4ca4-9e03-3b7612fa10bf_0
123	37	160	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d6105cf7-a11e-4fa5-8863-dabb718e250c_0
342	420	762	False	True	-	adapter2_r	adapter2_f	single_adapter2	d62b49fb-c1f1-46ac-a652-b79646c4c904_0
657	37	694	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d69e957f-d153-4527-9aca-d7214b711aaf_0
104	19	123	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d6bfb8ee-d623-4e02-9aa0-367b95ad9b28_0
353	42	395	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	d811d255-9282-49de-928d-5bb04f93864f_0
100	22	122	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d83c6700-4394-4a7b-8046-6e33185c3fe0_0
562	34	596	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d843bd50-74cf-464c-9ebc-0f7bbb8f8dbb_0
96	33	129	False	True	-	adapter2_r	adapter2_f	single_adapter2	d8852e6a-3ed7-49c8-b943-c3adad9bb1c9_0
157	23	180	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d8e54a6c-91f3-43f3-873d-bf270503f35e_0
140	0	139	False	False	*	adapter1_f-adapter1_r	adapter1_f-adapter1_r	double_adapter1	d913e8b2-0a4c-4504-a6d9-ed2d40898073_0
138	35	173	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d98c9cf4-437b-43d1-904d-48c6eca51433_0
193	36	229	False	True	-	adapter2_r	adapter2_f	single_adapter2	d9b0cbae-10d8-4f92-adfd-b5e11d11b662_0
94	30	124	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d9c446e4-0c18-4398-bce5-ebfa769b404e_0
360	17	377	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	d9d137dd-2f78-4021-a988-e61ad99de043_0
412	37	449	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d9e5df3a-8115-42f7-8c93-b18fe757cc47_0
105	1	106	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	d9ffd815-60c7-46d9-bcca-c9d6f0d3fddd_0
272	35	307	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	da4ff9ec-dc38-4de3-b962-8a25298ab2a0_0
89	33	122	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	da996ecb-9f53-4032-8810-899eff923e97_0
548	28	576	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	dad1a7fa-0636-4ddf-9582-dc79343ac29c_0
203	29	232	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	db00093d-5e96-4433-95f3-d59c2d5407f3_0
268	38	306	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	db23d16e-c41a-4824-b7b4-f450d1e0cd2b_0
451	40	491	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	db467b99-b8c9-4e51-a75c-a305db91b9a3_0
99	31	130	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	db5892e8-6cb1-440a-a89c-39112a0045d2_0
614	39	653	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	dbd8036c-e13b-4f87-b6cf-bb6f1b2649bf_0
192	5	197	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	dc846938-5154-4992-b257-bbade69b24b7_0
100	33	133	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	dcab2e27-0913-4936-8298-a48443ba2b29_0
227	35	262	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	dd46047e-36dd-4372-a340-c6d315bcbf42_0
106	39	145	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	dda7b9dc-2d32-4bc5-810f-d6e63eee3bc2_0
357	36	393	False	True	+	adapter1_f	adapter1_f	single_adapter1	ddfc643e-b124-4dce-814c-1f4defc71a11_0
218	37	255	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	dec140a5-4484-4b77-acc9-8b6354bc98e8_0
576	34	610	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	df08630d-dfb1-4178-a10e-15cf47fc4853_0
115	54	169	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	df4cfaf6-bf40-4c03-8104-c6a803a18278_0
450	41	491	False	True	-	adapter2_r	adapter2_f	single_adapter2	df557eca-2109-4aeb-b439-f05240ab123e_0
723	34	757	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	dffd4899-23a1-44f9-a8b0-2678381f3d44_0
436	35	471	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e00d5e26-8cbd-40d7-bb39-58694e0ed0eb_0
572	37	609	False	True	-	adapter2_r	adapter2_f	single_adapter2	e042a0c0-28d6-4d14-a316-1eaf6e933e68_0
98	32	130	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e06d25c1-2dcf-4e51-9e26-991fae6be144_0
796	36	832	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e06fa80b-997a-448b-94f2-91a933cbd7e0_0
393	30	423	False	True	-	adapter2_r	adapter2_f	single_adapter2	e09bf078-4ae7-43ab-bfb0-c9f0443eca81_0
511	36	547	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e2028044-c645-4a94-8cdf-ecff050d92ef_0
707	33	740	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e221c932-99e4-4d11-be10-6c4ddf0a89ef_0
135	32	167	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e2df5c4c-5f0b-48e1-805d-3ee848e6869b_0
103	37	140	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e30d0b19-af07-4d3e-988f-a7af3f9b1afe_0
77	29	106	False	True	+	adapter1_f	adapter1_f	single_adapter1	e31e40bb-cab2-4972-8c4a-d45301d1662e_0
223	33	256	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e39ed267-18dc-4253-9bf3-80181220707b_0
781	32	813	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e3a3759a-9ecf-4226-bb88-d5301039b7e2_0
227	39	266	False	True	-	adapter2_r	adapter2_f	single_adapter2	e3c4f4cd-e856-4a61-b1ac-7bee9cb253e5_0
83	37	120	False	True	+	adapter1_f	adapter1_f	single_adapter1	e3d4b272-2aab-4e29-b164-42386ecefa2c_0
209	33	242	False	True	-	adapter2_r	adapter2_f	single_adapter2	e3f6e04f-a9ed-4cfa-94a7-fbef97e1004b_0
576	33	609	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e43e0823-ad81-46a6-a791-c5fba504ed7f_0
229	31	260	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e453e7e4-c539-45fd-b87e-abda46069c2d_0
150	38	188	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e4e29ca2-ab32-4f11-80a7-995e0c4e2c11_0
273	56	329	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e52c7b70-436f-40cc-81e5-398a0f8d4d57_0
241	28	269	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e54abe28-9b67-4f99-984e-3e848dd826b9_0
651	30	681	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e5ae4c4a-7f9a-48d6-9c5c-401ec58c94ed_0
1176	30	1206	False	True	-	adapter2_r	adapter2_f	single_adapter2	e626cd8d-6241-4f0a-aad8-65e705742034_0
202	37	239	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e6469ed6-f727-4e98-bb73-c9f00040a656_0
111	39	150	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e679342b-d635-4f51-95e1-f27d7ef7e0d2_0
106	1	107	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e68b60a3-b975-4c65-836f-4da2458bad50_0
538	28	566	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e6a1729a-5b1a-4a4e-82d3-04928fd07fab_0
751	25	776	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e6ad53e6-0194-4c2b-8a5d-2d2a5ff7e597_0
594	30	624	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e6b51141-c13a-47d4-9447-c527f95afba4_0
742	43	785	False	True	+	adapter1_f	adapter1_f	single_adapter1	e7262e14-b00a-4af0-8f6e-1c9ec38ebdc9_0
772	42	814	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e75780c7-8202-406c-a29c-0ddafd56d1dd_0
112	560	672	True	True	+	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e7592a99-09a4-4f09-8b1f-1fff10f0f9d2_0
524	34	558	True	True	-	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e7592a99-09a4-4f09-8b1f-1fff10f0f9d2_1
260	35	295	False	True	-	adapter2_r	adapter2_f	single_adapter2	e76d6992-848a-4a71-a6f6-e19eb95ed673_0
660	36	696	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e7737952-d832-4b6a-b2b4-af20160746bf_0
282	36	318	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e7c348eb-009e-4754-b05a-37b36d4cbf83_0
1346	0	1345	False	False	*	adapter2_r-adapter2_f-adapter1_f	adapter2_r-adapter2_f-adapter1_f	other	e8031fd5-fdb4-403e-b23b-0dfac2a3bf8d_0
731	44	775	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	e8323c93-d7ac-4f52-ab07-5bdebbbcd4b4_0
266	34	300	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e8a6429f-5e40-44ef-8d8e-c9c843754c86_0
136	35	171	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e907a82b-c05b-4399-a20a-16c561e896f7_0
88	39	127	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e90890f9-ef64-43b0-ab3c-67ad7baae86a_0
335	12	347	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e9e55497-5411-4193-bbad-cda2571de2ee_0
113	33	146	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	e9f463d6-99b0-44b1-a889-21e6e1ed32bd_0
309	42	351	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	ea059b6f-f3e6-4b3c-9981-e4c3dda9b2c4_0
252	35	287	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	ea6d01dc-58a0-47b9-8868-d25b44265ecb_0
118	32	150	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	eab364a0-deb9-4bbb-bbba-a17297b966b6_0
138	31	169	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	eac8c3e1-f934-4b9a-abe2-0b6d0228aad6_0
608	0	607	False	False	*	adapter1_f-adapter2_r-adapter2_f	adapter1_f-adapter2_r-adapter2_f	other	eadf2be9-85ef-4648-833f-0425925787d6_0
466	31	497	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	eb0b5f2d-6a21-4569-a536-38ad2b347741_0
162	36	198	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	eb23cd99-76fe-4165-b39d-c8e123c8812b_0
477	38	515	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	eb32dc5f-eddc-4765-afba-ee3671150e92_0
652	22	674	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	eb63a665-7829-4638-ba45-98cb5478a43d_0
261	35	296	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	eb8bfedd-6403-4219-967d-caf5eb543843_0
532	36	568	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	ebc25d5b-15dc-4e3a-9c7b-20902f4cba60_0
117	35	152	True	True	-	adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ec342433-5a75-47c5-bc3e-97daa2b91e91_0
587	37	624	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	ed42f194-7946-4caa-911b-1f0375d4f085_0
166	36	202	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ed990fc6-24b4-4bc7-9175-f58141c56099_0
153	0	152	False	False	*	adapter1_r-adapter2_f	adapter1_r-adapter2_f	other	edc2d743-895f-4ce9-82ce-57161b805171_0
531	37	568	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	edd2f147-7d14-44b6-86b5-46337b82c9be_0
772	0	771	False	False	*	adapter1_r-adapter2_r	adapter1_r-adapter2_r	other	ee20fba2-7b72-45e6-8cf0-98bf4bd02cd6_0
704	35	739	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ee2f0914-3410-4112-8ca5-759d3c40b5f0_0
131	38	169	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ee3a473a-81c8-4353-80d2-cd99284f9aaf_0
1533	27	1560	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ee73d4e1-e0f4-4240-a841-dd49331c2b97_0
439	39	478	False	True	-	adapter2_r	adapter2_f	single_adapter2	ee7bed4c-54da-4e92-a44e-4fe26a934f5c_0
211	37	248	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ef370e5c-8f8d-4b5f-8055-912873a87b5c_0
128	26	154	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ef6cbfe7-c703-4b7f-871d-f830eab86fef_0
112	43	155	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	efa82440-4133-461d-8ab9-d7a2635bd4ba_0
197	36	233	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	efa97ee1-40be-441a-a452-a027632b944b_0
634	39	673	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f00bbff6-ccb5-4dbe-85b4-6d3f1acf52d9_0
113	32	145	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f0133bb3-0d0e-451c-8891-e007c7a2e9a3_0
482	8	490	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f01c5917-d6be-4fea-a97c-3539e75b197d_0
91	30	121	True	True	+	adapter1_f-adapter2_f-adapter2_r	adapter1_f-adapter2_f	full_len	f0225779-ae94-48b6-b4da-303a95bf4950_0
976	39	1015	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f095aee3-4ab8-4c3b-bb88-fed697c38b65_0
403	6	409	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f0a4eb2c-47c4-494d-8f4c-9884d8bffcb2_0
703	67	770	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f0fb9793-a9f1-4a2f-973b-343438bca3d3_0
189	27	216	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f1150e9e-b173-4f94-a209-f6dff1a27fd4_0
104	39	143	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f117a449-315e-495b-a884-a303e11c367a_0
501	39	540	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f1739ba8-0a67-4870-98de-4782065fa408_0
161	44	205	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f1a1c90b-05d3-48cc-9380-2b9b0ab63e97_0
615	42	657	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f204a179-5164-4689-9fb5-a4aa85f3daec_0
182	30	212	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f2148d62-298f-4be7-a538-245456fae38c_0
1029	33	1062	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f294364f-7817-4704-8e7e-e56944c1c2bb_0
152	9	161	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f2b5bb52-e7c7-4ea3-9b28-d84072f89e64_0
113	36	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f301847d-56fb-448d-8cc9-955235a7d63e_0
778	1	779	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f35ac626-9ad5-4bf2-8fe9-5c9da3a472be_0
244	35	279	True	True	+	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f389d4f8-8819-4ed6-babc-29e3bd41ff0d_0
1242	318	1560	True	True	-	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f389d4f8-8819-4ed6-babc-29e3bd41ff0d_1
645	37	682	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f3ccfe31-b2d4-4481-b583-ed0a195c8f1f_0
706	38	744	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f445e1cb-d253-4a99-8aea-af574ad490fb_0
108	34	142	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f4952284-fd29-4b02-8847-ad63722a45c8_0
238	31	269	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f4b0e30a-b504-47cb-8323-253812e704ec_0
399	34	433	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f4b65767-b9ed-409f-876a-0d68be59fdbd_0
1648	32	1680	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f4f07571-c2fd-4833-b4bd-f9dfdecfc4e8_0
415	57	472	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f5291299-9b19-4563-a49b-dccea03079a2_0
95	37	132	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f5fb05a5-7b37-41b9-bdde-c55327d58af8_0
146	40	186	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f5ffb6be-175e-4a7d-89cc-60916be62145_0
558	25	583	False	True	-	adapter2_r	adapter2_f	single_adapter2	f637fc5f-c5d3-4b0e-86be-d96d90f083d2_0
808	0	808	False	True	-	adapter1_r	adapter1_f	single_adapter1	f6763a2b-4913-49b3-b5f3-c7df7f3081dd_0
573	30	603	True	True	+	adapter1_f-adapter2_f-adapter2_r	adapter1_f-adapter2_f	full_len	f6a75334-b230-443b-8a5c-a976c73bdcc5_0
162	29	191	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f6c44ea8-8126-47e4-bb45-540b5ae8d9d8_0
107	34	141	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f6f39ef0-56e0-4114-9b5f-9934b2ce8c9e_0
453	38	491	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f72f54b5-b9b4-4220-97e4-212d61f7a5f2_0
492	39	531	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f78b8419-cff3-4d88-a1d2-27a78e2f7561_0
254	31	285	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f79be87d-8141-4446-ae23-03150cecea4f_0
432	39	471	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	f7d02611-d99c-4e60-950e-44b2d4d8db3b_0
375	39	414	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f8219f28-c172-4d62-9034-755ebb60b434_0
132	42	174	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f8d26912-689e-4c1e-b6d7-5c542e1469d2_0
633	37	670	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f918f216-1f67-4274-921d-6c2ef4adb44a_0
562	38	600	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f9261911-39dc-4ee5-86aa-294edb130b9d_0
109	29	138	False	True	-	adapter2_r	adapter2_f	single_adapter2	f93e5793-6d76-4a09-b34e-e6e29d9dc838_0
801	0	800	False	False	*	*	*	no_adapters	f94b0e14-c90a-44ac-8f56-c371cbe56adc_0
693	37	730	False	True	-	adapter2_r	adapter2_f	single_adapter2	f9ac775b-a4c1-4124-90fb-f8792c0a3562_0
504	32	536	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	f9dc8474-a255-47b9-86bc-4f17c51f86c0_0
605	28	633	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	fa2219e6-4446-454c-b933-b1edf97ce593_0
221	35	256	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fa684c78-d070-441b-958a-867d3bc7fcfd_0
133	42	175	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fa919e14-d0f2-43d6-81df-d3c6508cd809_0
756	36	792	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fb50bae8-57e7-4969-a010-e5500b2797ef_0
89	39	128	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fb63beef-3d7b-48ef-9874-9d6f162cc7d4_0
657	8	665	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fbe165ca-779f-40e8-baac-2002f7d3acb0_0
757	36	793	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fc0234b1-2bea-479e-9c71-7b42e6b4a754_0
145	37	182	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fc4cde59-1ffd-4b7f-b6f1-6e760eca3c1a_0
323	33	356	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fcdd66cf-b7a6-4808-a02b-e358694f36c7_0
112	38	150	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fcec6a00-88af-4116-96d1-5c4ba27ab414_0
957	32	989	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fdf4f21a-b27c-41af-8f7c-2cc4ea8797d2_0
385	41	426	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fdfd2f7d-d43d-4c9d-b0ec-c527d88dea40_0
248	37	285	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	fe8c1d01-d88f-4395-a2c8-2276618f8bed_0
139	37	176	False	True	-	adapter2_r	adapter2_f	single_adapter2	feb1176c-7d81-4e33-9760-204a9eeeb9a7_0
275	39	314	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	ff9ea3f2-f279-4fe6-a6a3-00770046e6b6_0
266	36	302	False	True	-	adapter2_r	adapter2_f	single_adapter2	ffbb0be0-f02d-4997-9779-967277ada33c_0
